 PARTIDO ; DEPARTAMENTO ; NIVEL ; HOJA ; CANDIDATO_1 ; INGRESOS_TOT ; INGRESOS_NET ; FIN_PUB ; FIN_INT ; CES_FON ; FIN_PRIV ; VOTOS ; BANCAS ; PERSONAS ; EMPRESAS ; ANONIMA ; CANDIDATOS ; OTROS ; EGRESOS_TOT ; EGRESOS_NET ;;
 PARTIDO INDEPENDIENTE ; NA ; SENADORES ; NA ; WILFREDO AMARO ; 260.343 ; 260.343 ; 236.000 ; -   ; -   ; 24.343 ; 2.361 ; -   ; 24.343 ; -   ; -   ; -   ; -   ; 48.971 ; 48.971 ;;
 ASAMBLEA POPULAR ; NA ; SENADORES ; NA ; ANIBAL TERAN CASTROMAN ; 327.765 ; 293.207 ; 327.765 ; -   ; 34.558 ; -   ; 3.768 ; -   ; -   ; -   ; -   ; -   ; -   ; 34.558 ; -   ;;
 ASAMBLEA POPULAR ; NA ; SENADORES ; NA ; CARLOS SOSA ; 485.827 ; 485.827 ; 453.827 ; -   ; -   ; 32.000 ; 4.297 ; -   ; -   ; -   ; 10.000 ; 10.000 ; 12.000 ; 11.840 ; 11.840 ;;
 ASAMBLEA POPULAR ; NA ; SENADORES ; NA ; DELIA VILLALBA ; 152.487 ; 152.487 ; 142.099 ; -   ; -   ; -   ; 2.692 ; -   ; -   ; -   ; -   ; -   ; -   ; 33.709 ; 33.709 ;;
 ASAMBLEA POPULAR ; NA ; SENADORES ; NA ; EDUARDO RUBIO ; 1.298.222 ; -   ; 1.298.222 ; -   ; 1.298.222 ; -   ; 12.305 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.298.222 ; -   ;;
 ASAMBLEA POPULAR ; NA ; SENADORES ; NA ; FERNANDO PEÑA ALONSO ; 18.084 ; 18.084 ; 9.042 ; 9.042 ; -   ; -   ; 107 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.799 ; 3.799 ;;
 ASAMBLEA POPULAR ; NA ; SENADORES ; NA ; HORACIO ZEFFERINO DE LA FUENTE ; 227.378 ; 227.378 ; 227.378 ; -   ; -   ; -   ; 2.159 ; -   ; -   ; -   ; -   ; -   ; -   ; 62.252 ; 62.252 ;;
 ASAMBLEA POPULAR ; NA ; SENADORES ; NA ; RAÚL PACIELLO  ; 36.650 ; 36.650 ; 36.650 ; -   ; -   ; -   ; 175 ; -   ; -   ; -   ; -   ; -   ; -   ; 3.000 ; 3.000 ;;
 ASAMBLEA POPULAR ; NA ; SENADORES ; NA ; ROBERTO BERVEJILLO ; 78.378 ; 39.189 ; 39.189 ; 39.189 ; 39.189 ; -   ; 463 ; -   ; -   ; -   ; -   ; -   ; -   ; 46.787 ; 7.598 ;;
 PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE ; NA ; SENADORES ; NA ; DIEGO FERNÁNDEZ ; 1.850.525 ; 1.850.525 ; 1.850.525 ; -   ; -   ; -   ; 17.835 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;;
 PARTIDO DE LOS TRABAJADORES ; NA ; SENADORES ; NA ; RAFAEL FERNÁNDEZ ; 328.423 ; -   ; 328.423 ; -   ; 328.423 ; -   ; 3.218 ; -   ; -   ; -   ; -   ; -   ; -   ; 328.423 ; -   ;;
 FRENTE AMPLIO ; NA ; PRESIDENCIA ; NA ; TABARÉ VÁZQUEZ ; 239.604.836 ; 103.596.482 ; 57.876.406 ; 84.202.940 ; 136.008.354 ; 2.030.773 ; 1.134.187 ; -   ; 804.141 ; 364.920 ; 9.898 ; 197.600 ; 654.214 ; 239.686.418 ; 103.678.064 ;;
 PARTIDO NACIONAL ; NA ; PRESIDENCIA ; NA ; LUIS LACALLE POU ; 70.071.875 ; 54.909.105 ; 37.383.875 ; 27.000.000 ; 15.162.770 ; 5.688.000 ; 732.601 ; -   ; 490.000 ; 3.768.000 ; 1.150.000 ; 280.000 ; -   ; 69.987.119 ; 54.824.349 ;;
 PARTIDO COLORADO ; NA ; PRESIDENCIA ; NA ; PEDRO BORDABERRY ; 28.765.398 ; 28.765.398 ; 12.862.296 ; 2.261.754 ; -   ; 13.641.348 ; 305.699 ; -   ; 4.395.258 ; 7.938.700 ; -   ; 1.307.390 ; -   ; 28.217.540 ; 28.217.540 ;;
 PARTIDO INDEPENDIENTE ; NA ; PRESIDENCIA ; NA ; PABLO MIERES ; 21.115.135 ; 21.115.135 ; 1.376.233 ; 16.865.794 ; -   ; 2.873.108 ; 73.379 ; -   ; 1.174.730 ; 1.558.303 ; 9.200 ; 68.940 ; 61.935 ; 16.836.916 ; 16.836.916 ;;
 ASAMBLEA POPULAR ; NA ; PRESIDENCIA ; NA ; GONZALO ABELLA ; 2.848.697 ; 2.848.697 ; 1.371.097 ; 1.327.600 ; -   ; -   ; 26.869 ; -   ; -   ; -   ; -   ; -   ; -   ; 1.008.667 ; 1.008.667 ;;
 PARTIDO ECOLOGISTA RADICAL INTRANSIGENTE ; NA ; PRESIDENCIA ; NA ; CÉSAR VEGA ; 1.164.347 ; 1.019.697 ; 969.047 ; -   ; 144.650 ; 195.300 ; 17.835 ; -   ; 40.000 ; -   ; 24.500 ; 55.000 ; 75.800 ; 319.608 ; 174.958 ;;
 PARTIDO DE LOS TRABAJADORES ; NA ; PRESIDENCIA ; NA ; RAFAEL FERNANDEZ ; 745.313 ; 659.313 ; 164.211 ; 481.102 ; 86.000 ; 100.000 ; 3.218 ; -   ; -   ; -   ; -   ; 100.000 ; -   ; 245.518 ; 159.518 ;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
