PARTIDO;DEPARTAMENTO;NIVEL;HOJA;CANDIDATO_1;INGRESOS_TOT;INGRESOS_NET;FIN_PUB;FIN_INT;CES_FON;FIN_PRIV;VOTOS;BANCAS;PERSONAS;EMPRESAS;ANONIMA;CANDIDATOS;OTROS;EGRESOS_TOT;EGRESOS_NET
PARTIDO NACIONAL;ROCHA;REPRESENTANTES;244;ALVARO GERMANO;10200;10200;                         -  ;0;0;10200;267;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;ROCHA;REPRESENTANTES;903;CARLOS DIANESSI;319436;319436;289436;0;0;20000;2730;0;0;0;0;20000;0;316925;316925
PARTIDO NACIONAL;ROCHA;REPRESENTANTES;2014;JOSÉ LUIS MOLINA ABREU;491550;491550;186550;270000;0;35000;4127;0;0;0;0;35000;0;516194;516194
PARTIDO NACIONAL;ROCHA;REPRESENTANTES;504504;WILSON RIET AMARAL;109278;109278;19278;90000;0;90000;189;0;0;0;0;90000;0;90000;90000
PARTIDO NACIONAL;SALTO;REPRESENTANTES;244;ALVARO GERMANO;10200;10200;                         -  ;0;0;10200;166;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;SALTO;REPRESENTANTES;404;CARLOS ALBISU;1440318;1440318;1123318;0;0;317000;10906;0;202000;0;0;115000;0;1440318;1440318
PARTIDO NACIONAL;SALTO;REPRESENTANTES;903;JOSE MARIA UBICI;80000;80000;86646;0;0;80000;1050;0;48100;0;0;31900;0;74328;74328
PARTIDO NACIONAL;SALTO;REPRESENTANTES;2014;RODRIGO GOÑI;1684117;1684117;755981;460000;0;468136;7329;0;0;0;0;468136;0;1684117;1684117
PARTIDO NACIONAL;SAN JOSÉ;REPRESENTANTES;72;MANUEL LARREA;275460;275460;125460;0;0;150000;1230;0;0;0;0;150000;0;108397;108397
PARTIDO NACIONAL;SAN JOSÉ;REPRESENTANTES;244;ALVARO GERMANO;10200;10200;                         -  ;0;0;10200;331;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;SAN JOSÉ;REPRESENTANTES;404;RUBEN BACIGALUPE;1443170;1443170;1411170;0;0;32000;13835;1;20000;0;0;12000;0;825481,5;825481,5
PARTIDO NACIONAL;SAN JOSÉ;REPRESENTANTES;903;RAUL  ZORRILLA DE SAN MARTIN;248525;248525;56825;0;0;191700;689;0;20000;0;0;111700;60000;191603;191603
PARTIDO NACIONAL;SAN JOSÉ;REPRESENTANTES;222014;CARLOS DANIEL CAMY;1177835;1177835;1092428;0;0;85407;10932;0;0;0;0;85407;0;1177835;1177835
PARTIDO NACIONAL;SORIANO;REPRESENTANTES;93;JESUS BENAVENTE;11000;11000;                         -  ;0;0;11000;14987;0;11000;0;0;0;0;11000;11000
PARTIDO NACIONAL;SORIANO;REPRESENTANTES;404;MARTIN IRISARRI ;566188;566188;497188;0;0;70000;883;0;0;0;70000;0;0;593316;593316
PARTIDO NACIONAL;SORIANO;REPRESENTANTES;903;GUILLERMO BESOZZI;982500;982500;792500;0;0;190000;82;1;0;0;0;190000;0;820329;820329
PARTIDO NACIONAL;SORIANO;REPRESENTANTES;2903;MIGUEL ANGEL RONDAN FLEITAS;168401;168401;72053;0;0;96348;1298;0;0;0;0;96348;0;168401;168401
PARTIDO NACIONAL;TACUAREMBÓ;REPRESENTANTES;72;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;                         -  ;0;                         -  ;0;0;0;806;0;0;0;0;0;0;0;0
PARTIDO NACIONAL;TACUAREMBÓ;REPRESENTANTES;244;ALVARO GERMANO;10200;10200;                         -  ;0;0;10200;1;0;10200;0;0;0;0;10200;10200
PARTIDO NACIONAL;TACUAREMBÓ;REPRESENTANTES;404;ALFREDO DE MATTOS;808700;808700;808700;0;0;0;13111;0;0;0;0;0;0;506946;506946
PARTIDO NACIONAL;TACUAREMBÓ;REPRESENTANTES;1904;DARÍO FERRAZ BRAGA;248518;224518;96318;24000;24000;106200;937;0;35000;0;0;71200;0;221882;197882
PARTIDO NACIONAL;TACUAREMBÓ;REPRESENTANTES;5050;WILSON APARICIO EZQUERRA ALONSO;1598936;1598936;1398936;0;0;200000;13707;1;0;0;0;200000;0;1582701;1582701
PARTIDO NACIONAL;TACUAREMBÓ;REPRESENTANTES;504206;JORGE NESTOR SERPA PEREIRA;147500;147500;7504;0;0;140000;67;0;0;0;0;140000;0;147500;147500
PARTIDO NACIONAL;TREINTA Y TRES;REPRESENTANTES;61;ANIBAL JOSE ENRIQUE BENTOS GUIMARAES ECHEVERRIA;186700;186700;43500;40000;0;103200;424;0;59600;0;0;37000;6600;40861,3;40861,3
PARTIDO NACIONAL;TREINTA Y TRES;REPRESENTANTES;71;MARIO FABIAN SILVERA ARAUJO;1053192;1053192;835446;0;0;217746;8462;0;0;0;0;217746;0;1053192;1053192
PARTIDO NACIONAL;TREINTA Y TRES;REPRESENTANTES;88;DR. EDGARDO MIER ESTADES;2259574;2259574;704000;0;0;1555574;8549;1;0;0;0;1555574;0;1870319;1870319
PARTIDO COLORADO;ARTIGAS;REPRESENTANTES;10;ANDRES RODRIGUEZ VANUFFELEN;120000;120000;105000;0;0;120000;985;0;0;0;0;120000;0;120000;120000
PARTIDO COLORADO;ARTIGAS;REPRESENTANTES;1530;CARLOS ANTONIO SIGNORELLI LARROSA;799838;799838;474838;0;0;325000;5719;0;230000;0;95000;0;0;795640;795640
PARTIDO COLORADO;ARTIGAS;REPRESENTANTES;2215;RENATO SAMBUCETTI;539184;539184;491620;0;0;47564;2218;0;0;0;6200;41364;0;539184;539184
PARTIDO COLORADO;CANELONES;REPRESENTANTES;10;ADRIAN PEÑA;2799349;2799349;2799349;0;0;0;27096;1;0;0;0;0;0;2799349;2799349
PARTIDO COLORADO;CANELONES;REPRESENTANTES;1015;DANIELA BARINDELLI;1911720;1911720;1045172;0;0;866548;10117;0;342500;0;0;524048;0;1733096;1733096
PARTIDO COLORADO;CERRO LARGO;REPRESENTANTES;10;MAURICIO ALBERTO CROSA ARRARTE;748246;748246;294372;0;0;453874;2886;0;453874;0;0;0;0;748246;748246
PARTIDO COLORADO;CERRO LARGO;REPRESENTANTES;15;WALKIRIA OLANO;675532;675532;488782;0;0;186750;4737;0;0;0;0;186750;0;675442,6;675442,6
PARTIDO COLORADO;COLONIA;REPRESENTANTES;10;DANIEL BIANCHI;                         -  ;0;842729;0;0;1491271;8191;1;0;0;0;1491271;0;2334000;2334000
PARTIDO COLORADO;COLONIA;REPRESENTANTES;15;FELIPE MARTÍN PÉREZ BANCHERO;976031;976031;440031;536000;0;0;4277;0;0;0;0;0;0;969232;969232
PARTIDO COLORADO;DURAZNO;REPRESENTANTES;10;JOSE PEDRO VARELA;413406;413406;                         -  ;336000;0;77406;3680;0;0;0;0;77406;0;413406;413406
PARTIDO COLORADO;DURAZNO;REPRESENTANTES;1515;ALVARO ACUÑA DE MARCO;181946;181946;149946;0;0;32000;1783;0;0;0;2000;30000;0;234500;234500
PARTIDO COLORADO;FLORES;REPRESENTANTES;10;SEBASTIAN GONZALEZ;261744;261744;245160;0;0;16584;1604;0;9584;0;0;7000;0;261744;261744
PARTIDO COLORADO;FLORES;REPRESENTANTES;15;JAVIER BELLINI;176296;176296;128296;0;0;48000;1233;0;28000;0;0;20000;0;46791;46791
PARTIDO COLORADO;FLORIDA;REPRESENTANTES;10;JOSE PEDRO DELGADO HERNANDEZ;473546;473546;                         -  ;453546;0;20000;4106;0;20000;0;0;0;0;411047,2;411047,2
PARTIDO COLORADO;FLORIDA;REPRESENTANTES;22;JUAN JUSTO AMARO CEDRES;615601;615601;359503;6000;0;250098;3943;0;0;0;0;250098;0;362073,87;362073,87
PARTIDO COLORADO;LAVALLEJA;REPRESENTANTES;10;ROBERT BOUVIER;833279;833279;471303;361976;0;0;4618;0;0;0;0;0;0;833279;833279
PARTIDO COLORADO;LAVALLEJA;REPRESENTANTES;321;GUSTAVO RISSO SINGLAN;643000;643000;                         -  ;0;0;598000;3088;0;202000;0;50000;313000;33000;637000;637000
PARTIDO COLORADO;MALDONADO;REPRESENTANTES;10;GERMAN CARDOSO;2151000;2151000;1126000;0;0;1025000;11036;1;47000;0;10000;370000;598000;2049000;2049000
PARTIDO COLORADO;MALDONADO;REPRESENTANTES;100;EDUARDO ELINGER;2221163;2221163;784686;715740;0;1436477;7693;0;715740;0;0;700310;20427;818565;818565
PARTIDO COLORADO;MONTEVIDEO;REPRESENTANTES;10;GUILLERMO FACELLO;4619700;0;4619700;0;4619700;0;66188;4;0;0;0;0;0;4619700;0
PARTIDO COLORADO;MONTEVIDEO;REPRESENTANTES;15;JOSÉ AMORIN;3476778;3476778;3066528;0;0;410250;31159;1;245250;0;0;165000;0;2149824;2149824
PARTIDO COLORADO;MONTEVIDEO;REPRESENTANTES;9989;SHEILA DUARTE GUERRERO;153522;153522;53346;0;0;100176;649;0;0;0;0;100176;0;100176;100176
PARTIDO COLORADO;PAYSANDÚ;REPRESENTANTES;10;WALTER VERRI;697225;697225;483182;0;0;214043;4684;1;9400;860;0;203783;0;669840,38;669840,38
PARTIDO COLORADO;PAYSANDÚ;REPRESENTANTES;70;DAVID HELGUERA;208634;208634;208504;0;0;199176;2043;0;0;0;0;199176;0;199176;199176
PARTIDO COLORADO;PAYSANDÚ;REPRESENTANTES;1025;RICARDO MOLINELLI;243306;243306;243306;0;0;0;2384;0;0;0;0;0;0;200390;200390
PARTIDO COLORADO;RÍO NEGRO;REPRESENTANTES;10;DUILIO PINAZO;413294;413294;261741;0;0;151553;2531;0;0;0;0;151553;0;413294;413294
PARTIDO COLORADO;RÍO NEGRO;REPRESENTANTES;15;JUAN SERRES;54279;54279;54279;0;0;0;655;0;0;0;0;0;0;41165;41165
PARTIDO COLORADO;RÍO NEGRO;REPRESENTANTES;1610;GABRIEL GALLAND;                         -  ;0;                         -  ;0;0;0;2030;0;0;0;0;0;0;191169;191169
PARTIDO COLORADO;RÍO NEGRO;REPRESENTANTES;1915;SANDRA DODERA;52734;52734;32734;0;0;20000;395;0;0;0;0;20000;0;46363;46363
PARTIDO COLORADO;RÍO NEGRO;REPRESENTANTES;8515;DANIEL PORRO PORTELA;12595;12595;71765;0;0;12595;866;0;0;0;4000;0;8595;55072;55072
PARTIDO COLORADO;RIVERA;REPRESENTANTES;10;MAURICIO GONZALEZ LUCAS;979200;979200;979200;0;0;0;6520;0;0;0;0;0;0;345883,19;345883,19
PARTIDO COLORADO;RIVERA;REPRESENTANTES;2000;TABARE VIERA DUARTE;1314474;1314474;1156474;0;0;158000;14049;1;158000;0;0;0;0;1279385;1279385
PARTIDO COLORADO;ROCHA;REPRESENTANTES;15;JAIME PIENICA ;267528;267528;185337;0;0;82191;1816;0;0;0;0;82191;0;267528;267528
PARTIDO COLORADO;ROCHA;REPRESENTANTES;23;YEANETH PUÑALES BRUM;414902;414902;389902;0;0;24999;3798;0;0;0;24999;0;0;412500;412500
PARTIDO COLORADO;ROCHA;REPRESENTANTES;1022;ADRIAN SANCHEZ RUIZ;513826;513826;230826;0;230826;283000;2263;0;238000;0;20000;25000;0;281650;281650
PARTIDO COLORADO;SALTO;REPRESENTANTES;1;HUGO BARLA;308000;308000;189716;0;0;118284;1845;0;0;0;0;118284;0;308000;308000
PARTIDO COLORADO;SALTO;REPRESENTANTES;100;JOSÉ MARÍA AGUIRRE;583000;583000;110000;0;0;583000;1888;0;210000;0;80000;200000;93000;587000;587000
PARTIDO COLORADO;SALTO;REPRESENTANTES;115;MARIA CECILIA EGUILUZ LAXAGUE;1985213;1985213;1665280;0;0;397733;16737;1;77800;0;125871;77800;116262;1920907;1920907
PARTIDO COLORADO;SAN JOSÉ;REPRESENTANTES;10;GUSTAVO CERSOSIMO  MICHELINI;721500;721500;721500;0;0;0;5740;1;0;0;0;0;0;566361,23;566361,23
PARTIDO COLORADO;SAN JOSÉ;REPRESENTANTES;10151515;FRANCISCO ZUNINO TORTEROLA;458410;458410;288660;0;0;169750;2830;0;0;105750;64000;0;0;470308,8;470308,8
PARTIDO COLORADO;SORIANO;REPRESENTANTES;15;FEDERICO BARBOZA;348755;348755;187364;0;0;161391;69;0;161391;0;0;0;0;161391;161391
PARTIDO COLORADO;SORIANO;REPRESENTANTES;140;JOSÉ ANTONIO AMY TEJERA;427142;427142;                         -  ;0;0;427142;6014;0;427142;0;0;0;0;427141;427141
PARTIDO COLORADO;TACUAREMBÓ;REPRESENTANTES;15;WASHINGTON ANIBAL MADRID PINTOS DE ARAUJO ;534176;534176;304176;0;0;230000;3698;0;0;0;96000;134000;0;239700;239700
PARTIDO COLORADO;TACUAREMBÓ;REPRESENTANTES;2215;MARTHA MONTANER;850000;850000;                         -  ;0;0;850000;6389;1;0;0;0;850000;0;828494;828494
PARTIDO COLORADO;TREINTA Y TRES;REPRESENTANTES;10;ALEJANDRO PINHO MUNIZ;449000;449000;255000;0;0;194000;2027;0;8000;0;0;36000;150000;153802;153802
PARTIDO COLORADO;TREINTA Y TRES;REPRESENTANTES;15;CARLOS SANTIAGO ZULUAGA MESPOLET;105260;105260;                         -  ;0;0;105260;1414;0;105260;0;0;0;0;105260;105260
PARTIDO INDEPENDIENTE;ARTIGAS;REPRESENTANTES;696;ROBERTO BAZ;4950;4950;3700;0;0;1250;37;0;1250;0;0;0;0;2500;2500
PARTIDO INDEPENDIENTE;ARTIGAS;REPRESENTANTES;909;ENRIQUE DIESTE;60243;0;60243;0;60243;0;579;0;0;0;0;0;0;60243;0
PARTIDO INDEPENDIENTE;CANELONES;REPRESENTANTES;696;ROBERTO BAZ;34215;34215;31500;0;0;2715;315;0;2715;0;0;0;0;5430;5430
PARTIDO INDEPENDIENTE;CANELONES;REPRESENTANTES;909;DANIEL RADÍO;1071760;0;1071760;0;1071760;0;10162;1;0;0;0;0;0;1071760;0
PARTIDO INDEPENDIENTE;CERRO LARGO;REPRESENTANTES;696;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;                         -  ;0;                         -  ;0;0;0;64;0;0;0;0;0;0;0;0
PARTIDO INDEPENDIENTE;CERRO LARGO;REPRESENTANTES;909;DINA AROZTEGUI;83505;0;83505;0;83505;0;796;0;0;0;0;0;0;83505;0
PARTIDO INDEPENDIENTE;COLONIA;REPRESENTANTES;696;SUSANA CARDOZO;10973;10973;7800;0;0;3173;78;0;3173;0;0;0;0;6346;6346
PARTIDO INDEPENDIENTE;COLONIA;REPRESENTANTES;2909;DANIEL PEREZ;143592;0;143592;0;143592;0;1086;0;0;0;0;0;0;143592;0
PARTIDO INDEPENDIENTE;COLONIA;REPRESENTANTES;3909;DANIEL PEREZ;112837;0;112837;0;112837;0;1382;0;0;0;0;0;0;112837;0
PARTIDO INDEPENDIENTE;DURAZNO;REPRESENTANTES;696;ROBERTO BAZ;7050;7050;4000;0;0;3050;40;0;3050;0;0;0;0;6100;6100
PARTIDO INDEPENDIENTE;DURAZNO;REPRESENTANTES;909;HUMBERTO TRENTINI;99547;0;99547;0;99547;0;961;0;0;0;0;0;0;99547;0
PARTIDO INDEPENDIENTE;FLORES;REPRESENTANTES;696;ROBERTO BAZ;2550;2550;1400;0;0;1150;14;0;1150;0;0;0;0;2300;2300
PARTIDO INDEPENDIENTE;FLORES;REPRESENTANTES;909;ROSANNA FAGALDE;35484;0;35484;0;35484;0;340;0;0;0;0;0;0;35484;0
PARTIDO INDEPENDIENTE;FLORIDA;REPRESENTANTES;696;ROBERTO BAZ;10405;10405;8600;0;0;1805;75;0;1805;0;0;0;0;3610;3610
PARTIDO INDEPENDIENTE;FLORIDA;REPRESENTANTES;909;RAÚL RODRÍGUEZ CORREA;152888;0;152888;0;152888;0;1460;0;0;0;0;0;0;152888;0
PARTIDO INDEPENDIENTE;LAVALLEJA;REPRESENTANTES;696;ROBERTO BAZ;9300;9300;6200;0;0;3100;62;0;3100;0;0;0;0;6200;6200
PARTIDO INDEPENDIENTE;LAVALLEJA;REPRESENTANTES;909;JUAN CORREA;115513;0;115513;0;115513;0;1111;0;0;0;0;0;0;115513;0
PARTIDO INDEPENDIENTE;MALDONADO;REPRESENTANTES;696;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;                         -  ;0;                         -  ;0;0;0;122;0;0;0;0;0;0;0;0
PARTIDO INDEPENDIENTE;MALDONADO;REPRESENTANTES;909;HERIBERTO SOSA;242613;0;242613;0;242613;0;2326;1;0;0;0;0;0;242613;0
PARTIDO INDEPENDIENTE;MALDONADO;REPRESENTANTES;999;MILTON MESA;137892;0;137892;0;137892;0;1322;0;0;0;0;0;0;137892;0
PARTIDO INDEPENDIENTE;MONTEVIDEO;REPRESENTANTES;696;ROBERTO BAZ;97515;97515;94000;0;0;3515;945;0;3515;0;0;0;0;7030;7030
PARTIDO INDEPENDIENTE;MONTEVIDEO;REPRESENTANTES;909;IVÁN POSADA;3812065;0;3812065;0;3812065;0;36805;1;0;0;0;0;0;3812065;0
PARTIDO INDEPENDIENTE;PAYSANDÚ;REPRESENTANTES;314;AYIYÚ BAPTISTA;78791;0;78791;0;78791;0;763;0;0;0;0;0;0;78791;0
PARTIDO INDEPENDIENTE;PAYSANDÚ;REPRESENTANTES;696;ROBERTO BAZ;8780;8780;5900;0;0;2880;59;0;2880;0;0;0;0;5760;5760
PARTIDO INDEPENDIENTE;PAYSANDÚ;REPRESENTANTES;909; DANIEL STROZZI;72388;0;72388;0;72388;0;701;0;0;0;0;0;0;72388;0
PARTIDO INDEPENDIENTE;RÍO NEGRO;REPRESENTANTES;696;ROBERTO BAZ;6520;6520;3900;0;0;2620;39;0;2620;0;0;0;0;5240;5240
PARTIDO INDEPENDIENTE;RÍO NEGRO;REPRESENTANTES;909;JORGE DANIEL LACAVA;78458;0;78458;0;78458;0;745;0;0;0;0;0;0;78458;0
PARTIDO INDEPENDIENTE;RIVERA;REPRESENTANTES;696;ROBERTO BAZ;12100;12100;9500;0;0;2600;145;0;2600;0;0;0;0;5200;5200
PARTIDO INDEPENDIENTE;RIVERA;REPRESENTANTES;909;FERNANDO RIVEIRO;96823;0;96823;0;96823;0;106;0;0;0;0;0;0;96823;0
PARTIDO INDEPENDIENTE;ROCHA;REPRESENTANTES;696;NO FIGURA EN LA PAGINA DE LA CORTE ELECTORAL;0;0;0;0;0;0;52;0;0;0;0;0;0;0;0
PARTIDO INDEPENDIENTE;ROCHA;REPRESENTANTES;909;OMAR RODRIGUEZ;67147;0;67147;0;67147;0;639;0;0;0;0;0;0;67147;0
PARTIDO INDEPENDIENTE;ROCHA;REPRESENTANTES;999;ALFREDO PEGURI;44134;0;44134;0;44134;0;420;0;0;0;0;0;0;44134;0
PARTIDO INDEPENDIENTE;ROCHA;REPRESENTANTES;1830;JUAN RAMÓN GIMENEZ;32260;0;32260;0;32260;0;307;0;0;0;0;0;0;32260;0
PARTIDO INDEPENDIENTE;SALTO;REPRESENTANTES;314;DARWIN MONZÓN;109336;0;109336;0;109336;0;86;0;0;0;0;0;0;109336;0
PARTIDO INDEPENDIENTE;SALTO;REPRESENTANTES;696;NEDI DA ROCHA;8275;8275;8000;0;0;275;92;0;275;0;0;0;0;550;550
PARTIDO INDEPENDIENTE;SALTO;REPRESENTANTES;726;MARISEL CALFANI;97975;0;97975;0;97975;0;44;0;0;0;0;0;0;97975;0
PARTIDO INDEPENDIENTE;SAN JOSÉ;REPRESENTANTES;696;WILFREDO AMARO;11850;11850;8900;0;0;2950;89;0;2950;0;0;0;0;5900;5900
PARTIDO INDEPENDIENTE;SAN JOSÉ;REPRESENTANTES;909;JULIO BONANSEA;195981;0;195981;0;195981;0;1884;0;0;0;0;0;0;195981;0
PARTIDO INDEPENDIENTE;SORIANO;REPRESENTANTES;696;ROBERTO BAZ;11080;11080;8200;0;0;2880;196;0;2880;0;0;0;0;5760;5760
PARTIDO INDEPENDIENTE;SORIANO;REPRESENTANTES;909;FEDERICO PRADO;135639;0;135639;0;135639;0;110;0;0;0;0;0;0;135639;0
PARTIDO INDEPENDIENTE;TACUAREMBÓ;REPRESENTANTES;696;ROBERTO BAZ;10405;10405;8600;0;0;1805;86;0;1805;0;0;0;0;3610;3610
PARTIDO INDEPENDIENTE;TACUAREMBÓ;REPRESENTANTES;909;IVO FERREIRA;115507;0;115507;0;115507;0;1116;0;0;0;0;0;0;115507;0
PARTIDO INDEPENDIENTE;TREINTA Y TRES;REPRESENTANTES;696;ROBERTO BAZ;5752;5752;3052;0;0;2700;27;0;2700;0;0;0;0;6104;6104
PARTIDO INDEPENDIENTE;TREINTA Y TRES;REPRESENTANTES;909;ALEJANDRO DE LEÓN;50803;0;50803;0;50803;0;494;0;0;0;0;0;0;50803;0
ASAMBLEA POPULAR;ARTIGAS;REPRESENTANTES;53;MIGUEL FARIAS;22238;22238;22238;0;0;0;214;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;ARTIGAS;REPRESENTANTES;326;PORTELA DE SOUZA, ORIBE;22708;18209;22708;0;4499;0;91;0;0;0;0;0;0;7556;3057
ASAMBLEA POPULAR;ARTIGAS;REPRESENTANTES;960;RICARDO COHEN;5710;5710;5710;0;0;0;55;0;0;0;0;0;0;527;527
ASAMBLEA POPULAR;ARTIGAS;REPRESENTANTES;1969;RITA LORENA CASCO CABALLERO;3529;3529;3529;0;0;0;34;0;0;0;0;0;0;1300;1300
ASAMBLEA POPULAR;ARTIGAS;REPRESENTANTES;3060;HÉCTOR MORALES;1765;1765;1765;0;0;0;17;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;CANELONES;REPRESENTANTES;326;BALPARDA BRITO, MARIA DE LOS ANGELES;205756;69278;205756;0;136478;0;1949;0;0;0;0;0;0;164605;28127
ASAMBLEA POPULAR;CANELONES;REPRESENTANTES;960;JORGE PÉREZ ;70629;70629;68629;0;0;2000;650;0;0;0;2000;0;0;9961;9961
ASAMBLEA POPULAR;CANELONES;REPRESENTANTES;1969;WALTER DANIEL ROCCA CARLINI;61337;61337;61337;0;0;0;581;0;0;0;0;0;0;5000;5000
ASAMBLEA POPULAR;CANELONES;REPRESENTANTES;3060;RUBEN CHARQUERO;46245;46245;46245;0;0;0;438;0;0;0;0;0;0;5817;5817
ASAMBLEA POPULAR;CANELONES;REPRESENTANTES;13013;EDUARDO GASTÓN HERNÁNDEZ PÉREZ;20379;20379;20379;0;0;0;193;0;0;0;0;0;0;8000;8000
ASAMBLEA POPULAR;CANELONES;REPRESENTANTES;101114;LUIS EDUARDO RIVAS MARTÍNEZ;15542;0;15542;0;15542;0;184;0;0;0;0;0;0;15541,95;0
ASAMBLEA POPULAR;CERRO LARGO;REPRESENTANTES;326;PIÑEIRO DUTRA, FERNANDO;24552;10134;24352;0;14418;0;230;0;0;0;0;0;0;19482;5064
ASAMBLEA POPULAR;CERRO LARGO;REPRESENTANTES;960;RICARDO COHEN;8047;8047;8047;0;0;0;76;0;0;0;0;0;0;1053;1053
ASAMBLEA POPULAR;CERRO LARGO;REPRESENTANTES;1969;ANÍBAL TERÁN CASTROMÁN                                                              ;4553;4553;4553;0;0;0;43;0;0;0;0;0;0;1300;1300
ASAMBLEA POPULAR;CERRO LARGO;REPRESENTANTES;3060;HECTOR MORALES;4659;4659;4659;0;0;0;44;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;CERRO LARGO;REPRESENTANTES;13013;GERARDO RAÚL CEDRES PEÑA;3343;3343;3343;0;0;0;34;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;COLONIA;REPRESENTANTES;326;MARTINEZ GONZALEZ, SADY;21906;9411;21406;0;12495;0;200;0;0;0;0;0;0;17125;4630
ASAMBLEA POPULAR;COLONIA;REPRESENTANTES;960;RICARDO COHEN;11776;11776;10776;0;0;1000;102;0;0;0;1000;0;0;2053;2053
ASAMBLEA POPULAR;COLONIA;REPRESENTANTES;1969;MONICA RAQUEL RAMIREZ;7394;7394;7394;0;0;0;70;0;0;0;0;0;0;1800;1800
ASAMBLEA POPULAR;COLONIA;REPRESENTANTES;3060;HECTOR MORALES;6021;6021;6021;0;0;0;57;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;COLONIA;REPRESENTANTES;13013;FERNANDO LUIS QUEIROS ARMAND UGÓN;6655;6655;6655;0;0;0;63;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;COLONIA;REPRESENTANTES;101114;LUIS EDUARDO RIVAS MARTÍNEZ;9042;9042;9042;0;0;0;107;0;0;0;0;0;0;9042,19;9042,19
ASAMBLEA POPULAR;DURAZNO;REPRESENTANTES;326;BARRERO ALVAREZ, MARTIN;50264;36942;50264;0;13322;0;216;0;0;0;0;0;0;18183;4861
ASAMBLEA POPULAR;DURAZNO;REPRESENTANTES;960;RICARDO COHEN;8523;8523;8523;0;0;0;81;0;0;0;0;0;0;1053;1053
ASAMBLEA POPULAR;DURAZNO;REPRESENTANTES;1969;RITA LORENA CASCO CABALLERO;5261;5261;5261;0;0;0;50;0;0;0;0;0;0;1300;1300
ASAMBLEA POPULAR;DURAZNO;REPRESENTANTES;3060;HECTOR MORALES;3999;3999;3999;0;0;0;38;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;DURAZNO;REPRESENTANTES;13013;EDUARDO GASTÓN HERNÁNDEZ PÉREZ;3578;3578;3578;0;0;0;34;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;FLORES;REPRESENTANTES;326;RUBIO , EDUARDO;16330;5976;16330;0;10354;0;67;0;0;0;0;0;0;13065;2711
ASAMBLEA POPULAR;FLORES;REPRESENTANTES;960;RICARDO COHEN;2227;2227;2227;0;0;0;21;0;0;0;0;0;0;527;527
ASAMBLEA POPULAR;FLORES;REPRESENTANTES;1969;RITA LORENA CASCO CABALLERO;2015;2015;2015;0;0;0;19;0;0;0;0;0;0;700;700
ASAMBLEA POPULAR;FLORES;REPRESENTANTES;3060;HECTOR MORALES;1485;1485;1485;0;0;0;14;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;FLORES;REPRESENTANTES;13013;EDUARDO GASTÓN HERNÁNDEZ PÉREZ;743;743;743;0;0;0;7;0;0;0;0;0;0;700;700
ASAMBLEA POPULAR;FLORIDA;REPRESENTANTES;326;RODRIGUEZ CANZANI, ROMULO;40375;14119;40375;0;26256;0;298;0;0;0;0;0;0;32300;6044
ASAMBLEA POPULAR;FLORIDA;REPRESENTANTES;960;RICARDO COHEN;6837;6837;6837;0;0;0;66;0;0;0;0;0;0;527;527
ASAMBLEA POPULAR;FLORIDA;REPRESENTANTES;1969;RITA LORENA CASCO CABALLERO;5388;5388;5388;0;0;0;52;0;0;0;0;0;0;1200;1200
ASAMBLEA POPULAR;FLORIDA;REPRESENTANTES;3060;DANIELA SPINELLI;2417;2417;2417;0;0;0;35;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;FLORIDA;REPRESENTANTES;13013;JUAN ANTONIO BATISTA ALVAREZ;7978;7978;7978;0;0;0;77;0;0;0;0;0;0;2000;2000
ASAMBLEA POPULAR;LAVALLEJA;REPRESENTANTES;326;TELLECHEA TELLECHEA, JULIO;10188;4312;9988;0;5876;0;95;0;0;0;0;0;0;7991;2115
ASAMBLEA POPULAR;LAVALLEJA;REPRESENTANTES;960;RICARDO COHEN;6098;6098;6098;0;0;0;58;0;0;0;0;0;0;527;527
ASAMBLEA POPULAR;LAVALLEJA;REPRESENTANTES;1969;ANÍBAL TERÁN CASTROMÁN                                                              ;5678;5678;5678;0;0;0;54;0;0;0;0;0;0;1300;1300
ASAMBLEA POPULAR;LAVALLEJA;REPRESENTANTES;3060;DANIELA SPINELLI;2417;2417;2417;0;0;0;23;0;0;0;0;0;0;684;684
ASAMBLEA POPULAR;LAVALLEJA;REPRESENTANTES;13013;GERARDO RAÚL CEDRES PEÑA;3465;3465;3465;0;0;0;35;0;0;0;0;0;0;2000;2000
